Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit
SO17917,2/26/2020,Wholesale,USD,7,159,40,4,408.54,291.82,1634.18,1342.36
SO17918,1/31/2020,Wholesale,USD,14,62,20,6,619.86,442.75,3719.13,3276.38
SO17919,3/29/2020,Distributor,USD,21,91,8,7,580.09,414.35,4060.66,3646.31
SO17920,2/12/2020,In-Store,USD,6,215,42,7,639.05,456.46,4473.32,4016.86
SO17921,2/23/2020,Online,USD,25,196,27,5,486.62,347.59,2433.12,2085.53
SO17922,3/28/2020,In-Store,USD,15,271,43,9,338.28,241.63,3044.51,2802.88
SO17923,4/25/2020,Wholesale,USD,17,61,47,8,189.08,135.06,1512.65,1377.59
SO17924,1/7/2020,Online,USD,25,72,37,8,634.57,453.26,5076.53,4623.27
SO17925,3/1/2020,In-Store,USD,26,310,43,1,650.88,464.91,650.88,185.96
SO17926,4/14/2020,Distributor,USD,25,229,46,3,520.33,371.66,1560.99,1189.33
SO17927,5/21/2020,Distributor,USD,3,115,36,6,248.75,177.68,1492.51,1314.83
SO17928,2/16/2020,In-Store,USD,25,218,40,2,266.33,190.24,532.67,342.43
SO17929,3/20/2020,Online,USD,11,140,42,4,444.49,317.49,1777.95,1460.46
SO17930,5/5/2020,Wholesale,USD,1,30,40,1,188.01,134.29,188.01,53.72
SO17931,2/6/2020,In-Store,USD,9,359,40,6,217.41,155.29,1304.44,1149.15
SO17932,3/9/2020,In-Store,USD,8,268,37,5,564.51,403.22,2822.54,2419.32
SO17933,1/23/2020,Distributor,USD,7,309,41,3,565.78,404.13,1697.35,1293.22
SO17934,1/3/2020,Distributor,USD,22,122,40,7,408.92,292.08,2862.42,2570.34
SO17935,4/17/2020,Online,USD,3,209,15,5,430.59,307.56,2152.93,1845.37
SO17936,2/3/2020,In-Store,USD,20,67,5,10,428.54,306.1,4285.39,3979.29
SO17937,4/1/2020,In-Store,USD,3,23,43,1,590.23,421.6,590.23,168.64
SO17938,4/3/2020,Online,USD,26,70,2,3,609.18,435.13,1827.53,1392.4
SO17939,2/15/2020,In-Store,USD,17,257,7,7,637.21,455.15,4460.46,4005.31
SO17940,3/17/2020,Wholesale,USD,5,337,37,9,517.73,369.81,4659.57,4289.76
SO17941,4/28/2020,Wholesale,USD,20,260,27,3,324.74,231.96,974.23,742.27
SO17942,2/4/2020,In-Store,USD,12,352,2,10,522.66,373.33,5226.62,4853.29
SO17943,2/13/2020,Distributor,USD,6,193,19,10,163.96,117.12,1639.63,1522.52
SO17944,2/22/2020,Online,USD,21,110,19,7,253.07,180.77,1771.52,1590.75
SO17945,1/20/2020,Wholesale,USD,4,88,38,3,285.14,203.67,855.41,651.74
SO17946,5/6/2020,In-Store,USD,18,211,14,6,261.45,186.75,1568.68,1381.94
SO17947,4/27/2020,Distributor,USD,13,110,44,10,208.95,149.25,2089.51,1940.26
SO17948,1/31/2020,Wholesale,USD,10,135,12,1,455.33,325.24,455.33,130.09
SO17949,5/6/2020,Wholesale,USD,16,40,11,9,294.95,210.68,2654.54,2443.87
SO17950,1/28/2020,In-Store,USD,1,363,16,4,511.5,365.36,2046,1680.65
SO17951,3/29/2020,Distributor,USD,12,82,5,3,248.57,177.55,745.72,568.17
SO17952,3/10/2020,In-Store,USD,18,126,47,2,597.36,426.69,1194.72,768.03
SO17953,2/11/2020,Wholesale,USD,8,80,23,5,213.42,152.45,1067.12,914.68
SO17954,3/7/2020,In-Store,USD,11,302,25,3,348.65,249.03,1045.94,796.91
SO17955,2/11/2020,In-Store,USD,13,185,46,6,581.68,415.48,3490.06,3074.58
SO17956,2/2/2020,Wholesale,USD,10,145,14,2,189.69,135.49,379.37,243.88
SO17957,4/22/2020,Online,USD,22,224,47,9,287.79,205.57,2590.12,2384.56
SO17958,1/11/2020,Wholesale,USD,2,89,41,3,189.76,135.54,569.28,433.74
SO17959,3/20/2020,Wholesale,USD,20,259,26,5,489.94,349.96,2449.69,2099.73
SO17960,2/12/2020,In-Store,USD,25,244,47,5,291.34,208.1,1456.7,1248.6
SO17961,2/25/2020,Wholesale,USD,11,161,43,3,628.78,449.13,1886.33,1437.2
SO17962,5/29/2020,Online,USD,25,40,11,1,360.23,257.31,360.23,102.92
SO17963,4/11/2020,Wholesale,USD,17,113,17,5,531.51,379.65,2657.54,2277.89
SO17964,3/8/2020,In-Store,USD,25,190,12,2,636.93,454.95,1273.86,818.91
SO17965,2/21/2020,Wholesale,USD,21,58,17,3,310.36,221.69,931.09,709.4
SO17966,5/19/2020,In-Store,USD,24,133,29,10,287.66,205.47,2876.59,2671.11
SO17967,3/24/2020,In-Store,USD,18,199,16,3,450.9,322.07,1352.71,1030.64
SO17968,5/30/2020,Wholesale,USD,15,25,4,1,395.97,282.83,395.97,113.13
SO17969,2/24/2020,Distributor,USD,26,362,37,8,602.82,430.59,4822.58,4391.99
SO17970,1/14/2020,In-Store,USD,9,247,44,9,325.8,232.72,2932.24,2699.52
SO17971,3/30/2020,Wholesale,USD,16,173,42,5,220.14,157.25,1100.72,943.48
SO17972,3/13/2020,In-Store,USD,11,348,7,1,560.46,400.33,560.46,160.13
SO17973,2/21/2020,Online,USD,21,220,35,1,314.96,224.97,314.96,89.99
SO17974,1/12/2020,Wholesale,USD,5,119,39,10,196.8,140.57,1968.02,1827.45
SO17975,1/17/2020,Online,USD,18,114,7,4,203.15,145.1,812.59,667.48
SO17976,4/21/2020,Distributor,USD,13,115,37,4,445.71,318.37,1782.85,1464.48
SO17977,2/24/2020,Distributor,USD,20,33,39,4,279.65,199.75,1118.62,918.86
SO17978,5/25/2020,Online,USD,26,127,38,2,564.6,403.29,1129.21,725.92
SO17979,5/22/2020,In-Store,USD,9,7,31,9,443.36,316.69,3990.27,3673.58
SO17980,1/19/2020,In-Store,USD,12,43,10,8,328.44,234.6,2627.52,2392.92
SO17981,5/9/2020,Online,USD,12,61,43,6,449.59,321.14,2697.54,2376.41
SO17982,4/17/2020,Distributor,USD,10,339,31,9,224.69,160.49,2022.21,1861.72
SO17983,1/28/2020,Wholesale,USD,23,40,6,1,577.67,412.62,577.67,165.05
SO17984,1/13/2020,Wholesale,USD,3,225,6,2,202.06,144.33,404.13,259.8
SO17985,1/15/2020,Distributor,USD,25,224,25,1,625.31,446.65,625.31,178.66
SO17986,5/9/2020,In-Store,USD,15,10,2,4,433.01,309.3,1732.05,1422.76
SO17987,2/27/2020,Online,USD,16,273,25,6,376.52,268.94,2259.13,1990.19
SO17988,5/12/2020,Wholesale,USD,9,52,19,1,160.31,114.51,160.31,45.8
SO17989,5/13/2020,Distributor,USD,10,360,28,1,306.45,218.89,306.45,87.56
SO17990,2/20/2020,Wholesale,USD,9,109,24,3,342.21,244.44,1026.63,782.2
SO17991,4/24/2020,Distributor,USD,6,18,20,5,409.31,292.37,2046.57,1754.2
SO17992,3/30/2020,Wholesale,USD,21,48,5,3,405.02,289.3,1215.07,925.77
SO17993,3/11/2020,Online,USD,2,205,20,10,171.28,122.34,1712.78,1590.44
SO17994,4/8/2020,Wholesale,USD,5,72,21,8,579.05,413.61,4632.43,4218.82
SO17995,5/8/2020,Distributor,USD,9,258,28,7,330.05,235.75,2310.37,2074.62
SO17996,3/6/2020,Wholesale,USD,15,131,39,10,377.26,269.47,3772.63,3503.15
SO17997,5/1/2020,Distributor,USD,14,205,39,3,174.45,124.6,523.34,398.73
SO17998,2/10/2020,Wholesale,USD,19,146,31,8,434.15,310.1,3473.17,3163.07
SO17999,2/18/2020,Distributor,USD,9,278,36,5,294.23,210.16,1471.15,1260.99
SO18000,2/5/2020,Distributor,USD,10,177,6,9,518.61,370.44,4667.49,4297.06
SO18001,5/27/2020,Distributor,USD,4,212,34,10,275.01,196.44,2750.09,2553.66
SO18002,2/9/2020,In-Store,USD,4,152,42,4,186.89,133.49,747.55,614.06
SO18003,1/7/2020,In-Store,USD,10,264,36,2,496.97,354.98,993.94,638.96
SO18004,2/1/2020,In-Store,USD,12,291,17,2,650.76,464.83,1301.53,836.7
SO18005,5/17/2020,Wholesale,USD,19,111,29,6,287.69,205.49,1726.15,1520.66
SO18006,1/29/2020,Distributor,USD,12,187,34,4,549.66,392.62,2198.66,1806.04
SO18007,3/2/2020,Distributor,USD,21,321,39,9,335.41,239.58,3018.71,2779.13
SO18008,5/27/2020,Wholesale,USD,15,88,28,2,484.36,345.97,968.71,622.74
SO18009,2/14/2020,Distributor,USD,12,167,36,8,360.4,257.43,2883.21,2625.78
SO18010,2/3/2020,In-Store,USD,6,301,38,10,233.32,166.65,2333.17,2166.51
SO18011,5/20/2020,Wholesale,USD,18,323,9,3,201.36,143.83,604.08,460.26
SO18012,5/2/2020,In-Store,USD,8,251,1,4,253.04,180.74,1012.17,831.42
SO18013,5/9/2020,In-Store,USD,5,3,14,9,575,410.71,5174.98,4764.27
SO18014,3/27/2020,In-Store,USD,9,276,6,8,150.83,107.73,1206.63,1098.89
SO18015,1/7/2020,Online,USD,18,207,41,8,393.17,280.84,3145.39,2864.55
SO18016,1/30/2020,Wholesale,USD,15,157,16,9,470.81,336.29,4237.31,3901.02
SO18017,4/20/2020,Wholesale,USD,21,229,28,1,172.31,123.08,172.31,49.23
SO18018,1/16/2020,In-Store,USD,9,230,35,5,231.29,165.21,1156.44,991.23
SO18019,2/3/2020,Wholesale,USD,2,14,37,10,152.9,109.21,1528.98,1419.76
SO18020,3/24/2020,Distributor,USD,8,356,28,2,311.59,222.56,623.18,400.62
SO18021,2/2/2020,Wholesale,USD,1,133,5,2,409.38,292.42,818.76,526.35
SO18022,2/6/2020,Online,USD,14,207,29,10,367.09,262.21,3670.88,3408.68
SO18023,2/12/2020,Online,USD,4,367,4,5,335.66,239.76,1678.31,1438.55
SO18024,2/9/2020,Distributor,USD,15,8,7,5,623.04,445.03,3115.21,2670.18
SO18025,4/18/2020,Distributor,USD,7,237,13,6,528.03,377.16,3168.17,2791.01
SO18026,1/13/2020,In-Store,USD,26,230,38,3,484.38,345.99,1453.15,1107.16
SO18027,5/22/2020,Distributor,USD,16,117,33,5,192.32,137.37,961.62,824.25
SO18028,5/23/2020,In-Store,USD,21,289,47,5,552.67,394.76,2763.35,2368.59
SO18029,5/22/2020,Wholesale,USD,22,163,33,5,361.56,258.26,1807.81,1549.55
SO18030,5/7/2020,Online,USD,26,79,37,10,237.79,169.85,2377.87,2208.02
SO18031,4/13/2020,Distributor,USD,20,318,11,10,289.35,206.68,2893.51,2686.83
SO18032,5/27/2020,In-Store,USD,6,167,13,2,311.13,222.23,622.26,400.02
SO18033,2/22/2020,In-Store,USD,12,270,30,6,561.83,401.3,3370.96,2969.65
SO18034,3/3/2020,In-Store,USD,19,255,7,9,333.33,238.09,2999.96,2761.87
SO18035,5/4/2020,In-Store,USD,3,220,44,8,543.97,388.55,4351.73,3963.18
SO18036,2/2/2020,Online,USD,20,361,44,7,553.81,395.58,3876.65,3481.08
SO18037,5/11/2020,In-Store,USD,25,80,29,1,446.46,318.9,446.46,127.56
SO18038,2/21/2020,In-Store,USD,1,111,24,10,469.66,335.47,4696.57,4361.1
SO18039,5/5/2020,Distributor,USD,5,322,5,1,388.54,277.53,388.54,111.01
SO18040,1/13/2020,Wholesale,USD,1,40,42,9,384.66,274.76,3461.98,3187.22
SO18041,5/7/2020,Wholesale,USD,4,90,26,5,480.41,343.15,2402.06,2058.91
SO18042,5/17/2020,Online,USD,17,102,27,4,410.49,293.21,1641.96,1348.75
SO18043,5/16/2020,In-Store,USD,18,14,32,3,563.23,402.3,1689.68,1287.37
SO18044,4/28/2020,Online,USD,13,223,10,4,495.29,353.78,1981.17,1627.39
SO18045,2/4/2020,Online,USD,5,15,36,3,373.7,266.93,1121.11,854.18
SO18046,3/23/2020,Distributor,USD,18,94,27,9,180.32,128.8,1622.9,1494.1
SO18047,5/3/2020,Wholesale,USD,15,90,46,10,524.86,374.9,5248.58,4873.68
SO18048,5/3/2020,Distributor,USD,2,300,31,1,417.26,298.04,417.26,119.22
SO18049,1/10/2020,Distributor,USD,21,58,27,5,310.45,221.75,1552.25,1330.5
SO18050,3/12/2020,Online,USD,1,332,42,8,385.37,275.27,3082.99,2807.73
SO18051,5/27/2020,Online,USD,4,201,42,9,490.09,350.06,4410.77,4060.71
SO18052,4/27/2020,In-Store,USD,23,149,20,10,408.69,291.92,4086.86,3794.94
SO18053,1/24/2020,In-Store,USD,6,60,45,5,299.12,213.66,1495.6,1281.94
SO18054,3/29/2020,Wholesale,USD,12,303,1,3,154.8,110.57,464.39,353.82
SO18055,4/24/2020,Wholesale,USD,4,78,7,1,597.76,426.97,597.76,170.79
SO18056,2/19/2020,In-Store,USD,7,137,9,3,460.05,328.61,1380.16,1051.55
SO18057,1/5/2020,Online,USD,25,224,20,8,650.06,464.33,5200.45,4736.13
SO18058,3/30/2020,Wholesale,USD,17,250,26,10,217.13,155.09,2171.27,2016.18
SO18059,1/14/2020,In-Store,USD,16,114,40,9,196.6,140.43,1769.42,1628.99
SO18060,3/18/2020,Distributor,USD,2,123,16,1,427.31,305.22,427.31,122.09
SO18061,1/24/2020,Online,USD,4,83,18,5,574.24,410.17,2871.2,2461.03
SO18062,3/3/2020,Wholesale,USD,16,219,35,3,590.99,422.13,1772.96,1350.83
SO18063,2/11/2020,Distributor,USD,14,195,20,4,264.04,188.6,1056.18,867.57
SO18064,2/5/2020,Wholesale,USD,3,7,25,2,290.17,207.27,580.35,373.08
SO18065,2/27/2020,Distributor,USD,22,137,20,4,414.3,295.93,1657.22,1361.29
SO18066,5/4/2020,Online,USD,9,291,1,8,405.04,289.31,3240.29,2950.98
SO18067,1/12/2020,Wholesale,USD,1,101,26,5,439.41,313.87,2197.07,1883.21
SO18068,1/6/2020,Online,USD,25,18,20,1,535.74,382.67,535.74,153.07
SO18069,4/6/2020,In-Store,USD,24,277,7,10,493.8,352.71,4938.01,4585.29
SO18070,2/17/2020,In-Store,USD,19,177,46,5,348.18,248.7,1740.92,1492.22
SO18071,1/4/2020,Online,USD,13,355,30,7,190.31,135.94,1332.17,1196.24
SO18072,1/17/2020,Wholesale,USD,25,349,32,7,162.29,115.92,1136.03,1020.11
SO18073,5/16/2020,Online,USD,21,132,2,3,592.72,423.37,1778.15,1354.78
SO18074,2/14/2020,Online,USD,15,367,18,5,235.03,167.88,1175.16,1007.28
SO18075,1/3/2020,Distributor,USD,12,240,13,10,605.24,432.31,6052.38,5620.07
SO18076,3/28/2020,Distributor,USD,14,151,15,3,319.35,228.11,958.06,729.95
SO18077,2/29/2020,Online,USD,23,247,35,10,550.24,393.03,5502.39,5109.36
SO18078,3/3/2020,Distributor,USD,6,79,35,1,203.58,145.41,203.58,58.17
SO18079,1/23/2020,Distributor,USD,6,296,7,4,299.51,213.93,1198.02,984.09
SO18080,5/29/2020,Online,USD,16,299,6,1,558.07,398.62,558.07,159.45
SO18081,1/4/2020,Online,USD,21,45,19,1,491.77,351.26,491.77,140.51
SO18082,2/5/2020,Online,USD,23,53,38,7,535.18,382.27,3746.26,3363.99
SO18083,4/27/2020,Online,USD,24,156,2,4,464.37,331.69,1857.46,1525.77
SO18084,1/12/2020,Distributor,USD,15,361,21,10,216.75,154.82,2167.52,2012.7
SO18085,1/17/2020,Online,USD,8,290,24,4,179.2,128,716.78,588.78
SO18086,1/21/2020,Online,USD,23,318,22,10,597.74,426.96,5977.45,5550.48
SO18087,5/7/2020,Wholesale,USD,24,128,14,9,522.4,373.14,4701.61,4328.46
SO18088,5/4/2020,Online,USD,24,79,12,6,432.71,309.08,2596.25,2287.17
SO18089,2/17/2020,Wholesale,USD,1,131,36,7,490.4,350.28,3432.77,3082.49
SO18090,3/6/2020,In-Store,USD,11,236,47,2,419.19,299.42,838.38,538.96
SO18091,3/10/2020,In-Store,USD,13,307,9,2,421.17,300.83,842.34,541.5
SO18092,4/11/2020,Distributor,USD,26,195,17,5,267.33,190.95,1336.64,1145.69
SO18093,5/11/2020,Distributor,USD,22,113,12,6,515.01,367.87,3090.09,2722.22
SO18094,4/26/2020,Distributor,USD,7,120,15,5,382.15,272.96,1910.75,1637.79
SO18095,4/26/2020,Online,USD,11,149,46,3,547.09,390.78,1641.28,1250.5
SO18096,1/9/2020,Distributor,USD,3,76,44,9,471.41,336.72,4242.67,3905.95
SO18097,5/29/2020,Online,USD,5,145,1,5,286.48,204.63,1432.38,1227.75
SO18098,4/25/2020,Distributor,USD,7,365,36,4,542.92,387.8,2171.67,1783.87
SO18099,5/26/2020,Distributor,USD,5,329,37,5,261.6,186.86,1307.99,1121.13
SO18100,1/31/2020,Distributor,USD,13,192,16,10,361.73,258.38,3617.3,3358.92
SO18101,4/4/2020,Online,USD,25,118,29,8,633.24,452.32,5065.95,4613.64
SO18102,5/16/2020,Online,USD,7,303,41,7,576.65,411.9,4036.57,3624.68
SO18103,4/9/2020,Online,USD,11,297,3,3,570.51,407.5,1711.52,1304.02
SO18104,1/13/2020,Distributor,USD,9,293,1,6,333.89,238.49,2003.34,1764.85
SO18105,2/28/2020,Distributor,USD,7,261,9,1,650.35,464.53,650.35,185.81
SO18106,4/11/2020,Distributor,USD,7,99,25,8,348.85,249.18,2790.77,2541.59
SO18107,3/7/2020,Wholesale,USD,6,323,7,7,405.68,289.77,2839.75,2549.98
SO18108,4/20/2020,Wholesale,USD,25,232,41,7,492.38,351.7,3446.63,3094.93
SO18109,4/23/2020,Distributor,USD,17,113,29,5,306.13,218.67,1530.67,1312
SO18110,5/24/2020,Wholesale,USD,18,151,21,1,612,437.14,612,174.86
SO18111,4/18/2020,Online,USD,6,333,47,6,546.9,390.64,3281.4,2890.75
SO18112,4/19/2020,In-Store,USD,8,165,35,7,407.89,291.35,2855.25,2563.9
SO18113,3/17/2020,Online,USD,20,156,46,8,168.3,120.21,1346.39,1226.18
SO18114,4/12/2020,Online,USD,6,229,34,3,320.61,229.01,961.83,732.82
SO18115,4/30/2020,Wholesale,USD,14,304,18,9,154.02,110.01,1386.18,1276.17
SO18116,5/29/2020,Distributor,USD,23,87,8,7,502.95,359.25,3520.62,3161.38
SO18117,3/13/2020,In-Store,USD,19,237,11,4,253.14,180.81,1012.56,831.74
SO18118,4/14/2020,Distributor,USD,14,170,36,7,584.34,417.38,4090.36,3672.97
SO18119,1/28/2020,In-Store,USD,4,22,8,6,438.35,313.11,2630.11,2317.01
SO18120,4/27/2020,Distributor,USD,15,211,17,5,556.67,397.62,2783.34,2385.72
SO18121,3/12/2020,Distributor,USD,10,290,9,10,503.07,359.34,5030.75,4671.41
SO18122,5/17/2020,In-Store,USD,15,290,19,2,229.48,163.92,458.97,295.05
SO18123,2/2/2020,Wholesale,USD,10,19,41,5,443.3,316.65,2216.52,1899.88
SO18124,5/22/2020,Distributor,USD,2,334,27,1,338.89,242.06,338.89,96.83
SO18125,3/11/2020,Distributor,USD,8,36,35,2,387.41,276.72,774.83,498.1
SO18126,4/14/2020,Wholesale,USD,20,69,15,5,503.69,359.78,2518.43,2158.65
SO18127,5/3/2020,Distributor,USD,25,53,25,3,465.28,332.34,1395.83,1063.49
SO18128,3/13/2020,Online,USD,6,17,26,2,369.48,263.92,738.96,475.05
SO18129,1/11/2020,In-Store,USD,12,258,14,6,632.37,451.69,3794.22,3342.53
SO18130,3/20/2020,In-Store,USD,21,211,32,9,386.87,276.34,3481.87,3205.53
SO18131,4/8/2020,Online,USD,21,228,36,9,589.79,421.28,5308.15,4886.87
SO18132,2/7/2020,Wholesale,USD,25,344,11,9,297.92,212.8,2681.29,2468.49
SO18133,2/5/2020,Online,USD,15,117,20,8,567.32,405.23,4538.57,4133.34
SO18134,5/11/2020,Wholesale,USD,14,44,47,4,544.47,388.91,2177.88,1788.97
SO18135,2/27/2020,Online,USD,15,20,3,7,354.91,253.51,2484.37,2230.86
SO18136,1/4/2020,Distributor,USD,6,250,43,5,414.12,295.8,2070.61,1774.81
SO18137,1/30/2020,In-Store,USD,12,75,42,9,606.33,433.1,5457,5023.91
SO18138,2/15/2020,Distributor,USD,26,134,13,5,391.84,279.89,1959.2,1679.32
SO18139,2/16/2020,Wholesale,USD,2,321,20,4,543.83,388.45,2175.32,1786.87
SO18140,4/25/2020,Online,USD,7,294,19,1,278.52,198.94,278.52,79.58
SO18141,4/15/2020,Distributor,USD,25,130,39,3,345.92,247.09,1037.77,790.68
SO18142,5/24/2020,Distributor,USD,24,230,21,6,294,210,1764.01,1554.01
SO18143,1/25/2020,Wholesale,USD,7,73,9,4,593.82,424.16,2375.28,1951.12
SO18144,1/11/2020,In-Store,USD,3,276,27,1,483.38,345.27,483.38,138.11
SO18145,3/3/2020,Online,USD,14,355,9,6,295.07,210.76,1770.41,1559.64
SO18146,1/13/2020,Online,USD,7,231,45,10,383.57,273.98,3835.73,3561.75
SO18147,1/27/2020,Online,USD,5,336,3,3,639.33,456.66,1917.99,1461.33
SO18148,1/7/2020,Distributor,USD,9,254,6,7,531.42,379.59,3719.96,3340.38
SO18149,4/12/2020,Distributor,USD,22,51,23,8,223.48,159.63,1787.86,1628.23
SO18150,1/3/2020,Online,USD,8,146,32,4,505.98,361.41,2023.92,1662.51
SO18151,3/9/2020,In-Store,USD,11,1,21,9,173.4,123.86,1560.61,1436.75
SO18152,2/2/2020,Wholesale,USD,6,180,26,10,346.59,247.56,3465.85,3218.29
SO18153,3/3/2020,Wholesale,USD,23,300,29,7,641.13,457.95,4487.89,4029.94
SO18154,2/11/2020,In-Store,USD,11,149,3,2,289.91,207.08,579.81,372.74
SO18155,3/16/2020,Distributor,USD,13,42,3,10,341.29,243.78,3412.92,3169.14
SO18156,5/11/2020,In-Store,USD,21,367,26,5,407.15,290.82,2035.75,1744.93
SO18157,2/25/2020,In-Store,USD,1,1,13,7,394.97,282.12,2764.81,2482.68
SO18158,5/25/2020,Wholesale,USD,23,350,24,9,345,246.43,3104.99,2858.56
SO18159,1/11/2020,Wholesale,USD,24,148,37,2,347.38,248.13,694.75,446.63
SO18160,3/18/2020,In-Store,USD,13,210,17,4,501.06,357.9,2004.22,1646.33
SO18161,3/21/2020,In-Store,USD,13,76,8,8,403.02,287.87,3224.16,2936.29
SO18162,2/28/2020,Distributor,USD,6,301,2,7,578.82,413.44,4051.72,3638.28
SO18163,2/11/2020,Distributor,USD,1,222,31,9,500.29,357.35,4502.59,4145.25
SO18164,4/15/2020,Online,USD,23,300,30,3,610.47,436.05,1831.42,1395.37
SO18165,5/11/2020,Distributor,USD,3,58,46,5,499.56,356.83,2497.82,2140.99
SO18166,5/31/2020,Online,USD,6,53,6,5,643.04,459.32,3215.21,2755.89
SO18167,5/9/2020,Wholesale,USD,16,132,12,5,373.3,266.64,1866.5,1599.86
SO18168,5/27/2020,In-Store,USD,18,232,20,6,418.64,299.03,2511.84,2212.81
SO18169,2/6/2020,In-Store,USD,8,273,1,6,413.71,295.51,2482.25,2186.74
SO18170,3/14/2020,In-Store,USD,1,210,43,9,504.92,360.66,4544.29,4183.63
SO18171,4/30/2020,Wholesale,USD,5,291,14,4,596.97,426.41,2387.89,1961.48
SO18172,2/1/2020,Wholesale,USD,2,164,21,1,444.93,317.81,444.93,127.12
SO18173,4/9/2020,Wholesale,USD,5,80,35,7,372.13,265.81,2604.93,2339.12
SO18174,1/29/2020,In-Store,USD,17,236,24,6,642.98,459.27,3857.88,3398.61
SO18175,1/22/2020,Distributor,USD,26,125,19,3,268.05,191.46,804.14,612.68
SO18176,1/9/2020,In-Store,USD,2,278,30,3,299.2,213.72,897.61,683.89
SO18177,4/10/2020,In-Store,USD,1,243,46,4,324.11,231.5,1296.43,1064.92
SO18178,4/20/2020,Wholesale,USD,10,160,36,1,363.97,259.98,363.97,103.99
SO18179,1/14/2020,Online,USD,1,308,10,8,495.58,353.98,3964.62,3610.64
SO18180,4/26/2020,Distributor,USD,15,324,39,5,568.34,405.96,2841.7,2435.75
SO18181,1/16/2020,Distributor,USD,4,248,32,1,293.76,209.83,293.76,83.93
SO18182,5/17/2020,Online,USD,23,167,46,8,253.08,180.77,2024.64,1843.87
SO18183,2/14/2020,Online,USD,11,306,35,3,557.33,398.09,1671.98,1273.89
SO18184,1/27/2020,In-Store,USD,25,362,41,1,319.12,227.94,319.12,91.18
SO18185,1/7/2020,Distributor,USD,14,126,45,8,356.58,254.7,2852.66,2597.96
SO18186,5/7/2020,Wholesale,USD,6,283,12,5,240.37,171.69,1201.85,1030.16
SO18187,3/12/2020,In-Store,USD,24,65,43,8,193.41,138.15,1547.29,1409.13
SO18188,5/27/2020,In-Store,USD,20,122,38,2,237.26,169.47,474.53,305.05
SO18189,5/28/2020,Online,USD,9,156,10,6,240.22,171.58,1441.31,1269.73
SO18190,2/24/2020,Wholesale,USD,11,152,32,5,297.5,212.5,1487.48,1274.98
SO18191,1/30/2020,Distributor,USD,22,309,17,6,522.18,372.98,3133.06,2760.08
SO18192,2/1/2020,In-Store,USD,24,298,20,3,380.78,271.99,1142.35,870.36
SO18193,2/13/2020,Distributor,USD,5,299,27,9,553.46,395.33,4981.11,4585.78
SO18194,4/6/2020,Wholesale,USD,21,4,6,9,257.65,184.04,2318.86,2134.83
SO18195,1/2/2020,Online,USD,1,3,30,6,572.36,408.83,3434.16,3025.33
SO18196,1/13/2020,Distributor,USD,19,258,3,8,563.54,402.53,4508.35,4105.82
SO18197,5/22/2020,In-Store,USD,26,90,32,2,633.5,452.5,1267.01,814.5
SO18198,1/13/2020,Online,USD,3,249,3,6,261.77,186.98,1570.64,1383.66
SO18199,4/21/2020,Distributor,USD,7,141,16,3,453.46,323.9,1360.38,1036.48
SO18200,5/25/2020,In-Store,USD,18,250,26,8,363.1,259.36,2904.83,2645.47
SO18201,3/6/2020,In-Store,USD,18,86,25,10,526.5,376.07,5265.02,4888.95
SO18202,3/16/2020,Wholesale,USD,18,61,34,2,327.99,234.28,655.99,421.71
SO18203,1/7/2020,In-Store,USD,19,290,43,8,643.39,459.56,5147.11,4687.55
SO18204,3/31/2020,Online,USD,21,37,25,2,255.78,182.7,511.57,328.86
SO18205,1/3/2020,Online,USD,18,111,38,1,588.3,420.21,588.3,168.09
SO18206,3/7/2020,Online,USD,18,88,22,6,547.35,390.96,3284.08,2893.12
SO18207,2/17/2020,Distributor,USD,2,363,13,1,399.36,285.26,399.36,114.1
SO18208,4/18/2020,Online,USD,7,181,45,2,372,265.72,744.01,478.29
SO18209,1/23/2020,Wholesale,USD,5,150,10,10,208.45,148.89,2084.48,1935.59
SO18210,5/15/2020,Wholesale,USD,20,121,21,9,402.72,287.65,3624.45,3336.8
SO18211,4/13/2020,Distributor,USD,6,278,2,7,302.04,215.74,2114.3,1898.56
SO18212,4/16/2020,Distributor,USD,26,125,40,6,378.85,270.61,2273.12,2002.51
SO18213,1/26/2020,Online,USD,25,243,11,6,166.49,118.92,998.96,880.04
SO18214,1/20/2020,Online,USD,2,152,23,6,217.04,155.03,1302.27,1147.24
SO18215,2/26/2020,Wholesale,USD,21,78,36,6,415.91,297.08,2495.49,2198.4
SO18216,4/15/2020,Online,USD,20,36,15,10,489.92,349.95,4899.25,4549.3
SO18217,2/10/2020,Online,USD,4,102,5,1,604.47,431.77,604.47,172.71
SO18218,5/11/2020,In-Store,USD,8,61,12,4,221.78,158.41,887.12,728.7
SO18219,2/13/2020,In-Store,USD,23,147,27,10,578.94,413.53,5789.43,5375.9
SO18220,4/29/2020,Online,USD,12,162,40,7,596.39,425.99,4174.72,3748.72
SO18221,4/16/2020,In-Store,USD,17,284,46,2,627.69,448.35,1255.37,807.02
SO18222,4/10/2020,Distributor,USD,4,126,28,2,251.58,179.7,503.17,323.46
SO18223,5/7/2020,In-Store,USD,13,42,44,1,316.46,226.04,316.46,90.42
SO18224,3/29/2020,Online,USD,16,294,36,10,525.32,375.23,5253.22,4877.99
